Chr	BP	element_count	species
III	5050001	34	remanei
III	5060001	25	remanei
III	5070001	19	remanei
III	5080001	17	remanei
III	5090001	18	remanei
III	5100001	33	remanei
III	5110001	24	remanei
III	5120001	13	remanei
III	5130001	19	remanei
III	5140001	17	remanei
III	5150001	20	remanei
III	5160001	24	remanei
III	5170001	7	remanei
III	5180001	13	remanei
III	5190001	23	remanei
III	5200001	15	remanei
III	5210001	39	remanei
III	5220001	22	remanei
III	5230001	24	remanei
III	5240001	27	remanei
III	5250001	14	remanei
III	5260001	21	remanei
III	5270001	20	remanei
III	5280001	29	remanei
III	5290001	30	remanei
III	5300001	39	remanei
III	5310001	20	remanei
III	5320001	13	remanei
III	5330001	12	remanei
III	5340001	34	remanei
III	5350001	62	remanei
III	5360001	30	remanei
III	5370001	22	remanei
III	5380001	25	remanei
III	5390001	31	remanei
III	5400001	19	remanei
III	5410001	23	remanei
III	5420001	21	remanei
III	5430001	10	remanei
III	5440001	25	remanei
III	5450001	35	remanei
III	5460001	32	remanei
III	5470001	17	remanei
III	5480001	27	remanei
III	5490001	21	remanei
III	5500001	22	remanei
III	5510001	19	remanei
III	5520001	28	remanei
III	5530001	20	remanei
III	5540001	16	remanei
III	5550001	6	remanei
III	5560001	40	remanei
III	5570001	0	remanei
III	5580001	9	remanei
III	5590001	10	remanei
III	5600001	4	remanei
III	5610001	3	remanei
III	5620001	9	remanei
III	5630001	8	remanei
III	5640001	3	remanei
III	5650001	12	remanei
III	5660001	3	remanei
III	5670001	8	remanei
III	5680001	11	remanei
III	5690001	5	remanei
III	5700001	11	remanei
III	5710001	14	remanei
III	5720001	10	remanei
III	5730001	9	remanei
III	5740001	18	remanei
III	5750001	9	remanei
III	5760001	7	remanei
III	5770001	25	remanei
III	5780001	2	remanei
III	5790001	3	remanei
III	5800001	4	remanei
III	5810001	13	remanei
III	5820001	6	remanei
III	5830001	29	remanei
III	5840001	11	remanei
III	5850001	1	remanei
III	5860001	4	remanei
III	5870001	14	remanei
III	5880001	2	remanei
III	5890001	6	remanei
III	5900001	17	remanei
III	5910001	1	remanei
III	5920001	2	remanei
III	5930001	7	remanei
III	5940001	7	remanei
III	5950001	4	remanei
III	5960001	10	remanei
III	5970001	3	remanei
III	5980001	15	remanei
III	5990001	1	remanei
III	6000001	6	remanei
III	6010001	6	remanei
III	6020001	3	remanei
III	6030001	4	remanei
III	6040001	14	remanei
III	6050001	3	remanei
III	6060001	4	remanei
III	6070001	4	remanei
III	6080001	7	remanei
III	6090001	2	remanei
III	6100001	8	remanei
III	6110001	4	remanei
III	6120001	17	remanei
III	6130001	11	remanei
III	6140001	8	remanei
III	6150001	3	remanei
III	6160001	5	remanei
III	6170001	1	remanei
III	6180001	5	remanei
III	6190001	1	remanei
III	6200001	10	remanei
III	6210001	1	remanei
III	6220001	10	remanei
III	6230001	5	remanei
III	6240001	14	remanei
III	6250001	2	remanei
III	6260001	7	remanei
III	6270001	4	remanei
III	6280001	6	remanei
III	6290001	0	remanei
III	6300001	8	remanei
III	6310001	3	remanei
III	6320001	12	remanei
III	6330001	6	remanei
III	6340001	1	remanei
III	6350001	8	remanei
III	6360001	4	remanei
III	6370001	2	remanei
III	6380001	8	remanei
III	6390001	1	remanei
III	6400001	5	remanei
III	6410001	3	remanei
III	6420001	0	remanei
III	6430001	3	remanei
III	6440001	2	remanei
III	6450001	3	remanei
III	6460001	9	remanei
III	6470001	7	remanei
III	6480001	10	remanei
III	6490001	2	remanei
III	6500001	5	remanei
III	6510001	2	remanei
III	6520001	7	remanei
III	6530001	7	remanei
III	6540001	4	remanei
III	6550001	10	remanei
III	6560001	18	remanei
III	6570001	11	remanei
III	6580001	10	remanei
III	6590001	4	remanei
III	6600001	1	remanei
III	6610001	9	remanei
III	6620001	11	remanei
III	6630001	8	remanei
III	6640001	9	remanei
III	6650001	1	remanei
III	6660001	2	remanei
III	6670001	10	remanei
III	6680001	9	remanei
III	6690001	12	remanei
III	6700001	6	remanei
III	6710001	6	remanei
III	6720001	7	remanei
III	6730001	2	remanei
III	6740001	3	remanei
III	6750001	5	remanei
III	6760001	2	remanei
III	6770001	3	remanei
III	6780001	5	remanei
III	6790001	4	remanei
III	6800001	7	remanei
III	6810001	7	remanei
III	6820001	9	remanei
III	6830001	4	remanei
III	6840001	2	remanei
III	6850001	3	remanei
III	6860001	18	remanei
III	6870001	9	remanei
III	6880001	5	remanei
III	6890001	15	remanei
III	6900001	2	remanei
III	6910001	4	remanei
III	6920001	5	remanei
III	6930001	5	remanei
III	6940001	9	remanei
III	6950001	3	remanei
III	6960001	1	remanei
III	6970001	3	remanei
III	6980001	2	remanei
III	6990001	1	remanei
III	7000001	4	remanei
III	7010001	1	remanei
III	7020001	2	remanei
III	7030001	0	remanei
III	7040001	3	remanei
III	7050001	1	remanei
III	7060001	6	remanei
III	7070001	9	remanei
III	7080001	3	remanei
III	7090001	3	remanei
III	7100001	0	remanei
III	7110001	4	remanei
III	7120001	0	remanei
III	7130001	14	remanei
III	7140001	2	remanei
III	7150001	4	remanei
III	7160001	4	remanei
III	7170001	4	remanei
III	7180001	5	remanei
III	7190001	7	remanei
III	7200001	3	remanei
III	7210001	1	remanei
III	7220001	6	remanei
III	7230001	6	remanei
III	7240001	2	remanei
III	7250001	1	remanei
III	7260001	5	remanei
III	7270001	5	remanei
III	7280001	26	remanei
III	7290001	6	remanei
III	7300001	8	remanei
III	7310001	1	remanei
III	7320001	4	remanei
III	7330001	8	remanei
III	7340001	3	remanei
III	7350001	6	remanei
III	7360001	10	remanei
III	7370001	8	remanei
III	7380001	0	remanei
III	7390001	10	remanei
III	7400001	4	remanei
III	7410001	9	remanei
III	7420001	5	remanei
III	7430001	2	remanei
III	7440001	7	remanei
III	7450001	2	remanei
III	7460001	2	remanei
III	7470001	3	remanei
III	7480001	7	remanei
III	7490001	5	remanei
III	7500001	2	remanei
III	7510001	13	remanei
III	7520001	2	remanei
III	7530001	9	remanei
III	7540001	3	remanei
III	7550001	7	remanei
III	7560001	8	remanei
III	7570001	1	remanei
III	7580001	5	remanei
III	7590001	1	remanei
III	7600001	2	remanei
III	7610001	11	remanei
III	7620001	2	remanei
III	7630001	1	remanei
III	7640001	4	remanei
III	7650001	3	remanei
III	7660001	8	remanei
III	7670001	7	remanei
III	7680001	17	remanei
III	7690001	7	remanei
III	7700001	5	remanei
III	7710001	6	remanei
III	7720001	2	remanei
III	7730001	7	remanei
III	7740001	8	remanei
III	7750001	6	remanei
III	7760001	2	remanei
III	7770001	16	remanei
III	7780001	5	remanei
III	7790001	7	remanei
III	7800001	2	remanei
III	7810001	4	remanei
III	7820001	14	remanei
III	7830001	2	remanei
III	7840001	3	remanei
III	7850001	5	remanei
III	7860001	6	remanei
III	7870001	3	remanei
III	7880001	3	remanei
III	7890001	10	remanei
III	7900001	5	remanei
III	7910001	8	remanei
III	7920001	3	remanei
III	7930001	4	remanei
III	7940001	2	remanei
III	7950001	2	remanei
III	7960001	2	remanei
III	7970001	3	remanei
III	7980001	0	remanei
III	7990001	5	remanei
III	8000001	10	remanei
III	8010001	3	remanei
III	8020001	5	remanei
III	8030001	0	remanei
III	8040001	2	remanei
III	8050001	10	remanei
III	8060001	6	remanei
III	8070001	7	remanei
III	8080001	1	remanei
III	8090001	7	remanei
III	8100001	3	remanei
III	8110001	11	remanei
III	8120001	5	remanei
III	8130001	19	remanei
III	8140001	10	remanei
III	8150001	1	remanei
III	8160001	7	remanei
III	8170001	9	remanei
III	8180001	8	remanei
III	8190001	5	remanei
III	8200001	7	remanei
III	8210001	3	remanei
III	8220001	3	remanei
III	8230001	4	remanei
III	8240001	5	remanei
III	8250001	5	remanei
III	8260001	6	remanei
III	8270001	1	remanei
III	8280001	12	remanei
III	8290001	3	remanei
III	8300001	9	remanei
III	8310001	15	remanei
III	8320001	9	remanei
III	8330001	5	remanei
III	8340001	7	remanei
III	8350001	10	remanei
III	8360001	11	remanei
III	8370001	7	remanei
III	8380001	9	remanei
III	8390001	11	remanei
III	8400001	4	remanei
III	8410001	11	remanei
III	8420001	13	remanei
III	8430001	10	remanei
III	8440001	3	remanei
III	8450001	2	remanei
III	8460001	3	remanei
III	8470001	5	remanei
III	8480001	4	remanei
III	8490001	7	remanei
III	8500001	3	remanei
III	8510001	14	remanei
III	8520001	20	remanei
III	8530001	12	remanei
III	8540001	5	remanei
III	8550001	4	remanei
III	8560001	6	remanei
III	8570001	6	remanei
III	8580001	2	remanei
III	8590001	4	remanei
III	8600001	3	remanei
III	8610001	7	remanei
III	8620001	6	remanei
III	8630001	10	remanei
III	8640001	9	remanei
III	8650001	5	remanei
III	8660001	11	remanei
III	8670001	4	remanei
III	8680001	0	remanei
III	8690001	12	remanei
III	8700001	4	remanei
III	8710001	10	remanei
III	8720001	4	remanei
III	8730001	7	remanei
III	8740001	10	remanei
III	8750001	6	remanei
III	8760001	3	remanei
III	8770001	5	remanei
III	8780001	9	remanei
III	8790001	11	remanei
III	8800001	7	remanei
III	8810001	2	remanei
III	8820001	9	remanei
III	8830001	4	remanei
III	8840001	3	remanei
III	8850001	3	remanei
III	8860001	6	remanei
III	8870001	5	remanei
III	8880001	12	remanei
III	8890001	4	remanei
III	8900001	11	remanei
III	8910001	8	remanei
III	8920001	1	remanei
III	8930001	3	remanei
III	8940001	6	remanei
III	8950001	6	remanei
III	8960001	14	remanei
III	8970001	12	remanei
III	8980001	7	remanei
III	8990001	10	remanei
III	9000001	7	remanei
III	9010001	14	remanei
III	9020001	3	remanei
III	9030001	5	remanei
III	9040001	7	remanei
III	9050001	3	remanei
III	9060001	7	remanei
III	9070001	5	remanei
III	9080001	12	remanei
III	9090001	8	remanei
III	9100001	0	remanei
III	9110001	5	remanei
III	9120001	1	remanei
III	9130001	2	remanei
III	9140001	7	remanei
III	9150001	9	remanei
III	9160001	9	remanei
III	9170001	14	remanei
III	9180001	3	remanei
III	9190001	11	remanei
III	9200001	3	remanei
III	9210001	6	remanei
III	9220001	6	remanei
III	9230001	8	remanei
III	9240001	7	remanei
III	9250001	5	remanei
III	9260001	8	remanei
III	9270001	6	remanei
III	9280001	1	remanei
III	9290001	10	remanei
III	9300001	7	remanei
III	9310001	3	remanei
III	9320001	2	remanei
III	9330001	7	remanei
III	9340001	4	remanei
III	9350001	12	remanei
III	9360001	12	remanei
III	9370001	1	remanei
III	9380001	5	remanei
III	9390001	5	remanei
III	9400001	13	remanei
III	9410001	6	remanei
III	9420001	11	remanei
III	9430001	13	remanei
III	9440001	6	remanei
III	9450001	3	remanei
III	9460001	3	remanei
III	9470001	1	remanei
III	9480001	5	remanei
III	9490001	21	remanei
III	9500001	23	remanei
III	9510001	2	remanei
III	9520001	5	remanei
III	9530001	5	remanei
III	9540001	10	remanei
III	9550001	3	remanei
III	9560001	1	remanei
III	9570001	6	remanei
III	9580001	5	remanei
III	9590001	2	remanei
III	9600001	6	remanei
III	9610001	5	remanei
III	9620001	1	remanei
III	9630001	6	remanei
III	9640001	7	remanei
III	9650001	2	remanei
III	9660001	5	remanei
III	9670001	3	remanei
III	9680001	7	remanei
III	9690001	16	remanei
III	9700001	7	remanei
III	9710001	4	remanei
III	9720001	7	remanei
III	9730001	4	remanei
III	9740001	4	remanei
III	9750001	2	remanei
III	9760001	1	remanei
III	9770001	6	remanei
III	9780001	11	remanei
III	9790001	9	remanei
III	9800001	2	remanei
III	9810001	5	remanei
III	9820001	2	remanei
III	9830001	2	remanei
III	9840001	6	remanei
III	9850001	5	remanei
III	9860001	4	remanei
III	9870001	3	remanei
III	9880001	9	remanei
III	9890001	3	remanei
III	9900001	7	remanei
III	9910001	3	remanei
III	9920001	5	remanei
III	9930001	18	remanei
III	9940001	14	remanei
III	9950001	11	remanei
III	9960001	4	remanei
III	9970001	2	remanei
III	9980001	3	remanei
III	9990001	10	remanei
III	10000001	3	remanei
III	10010001	11	remanei
III	10020001	26	remanei
III	10030001	7	remanei
III	10040001	1	remanei
III	10050001	6	remanei
III	10060001	8	remanei
III	10070001	5	remanei
III	10080001	4	remanei
III	10090001	3	remanei
III	10100001	2	remanei
III	10110001	11	remanei
III	10120001	4	remanei
III	10130001	3	remanei
III	10140001	1	remanei
III	10150001	10	remanei
III	10160001	7	remanei
III	10170001	10	remanei
III	10180001	11	remanei
III	10190001	5	remanei
III	10200001	5	remanei
III	10210001	7	remanei
III	10220001	2	remanei
III	10230001	4	remanei
III	10240001	6	remanei
III	10250001	9	remanei
III	10260001	7	remanei
III	10270001	10	remanei
III	10280001	3	remanei
III	10290001	1	remanei
III	10300001	2	remanei
III	10310001	18	remanei
III	10320001	7	remanei
III	10330001	2	remanei
III	10340001	6	remanei
III	10350001	1	remanei
III	10360001	5	remanei
III	10370001	3	remanei
III	10380001	6	remanei
III	10390001	9	remanei
III	10400001	8	remanei
III	10410001	6	remanei
III	10420001	0	remanei
III	10430001	8	remanei
III	10440001	10	remanei
III	10450001	2	remanei
III	10460001	3	remanei
III	10470001	2	remanei
III	10480001	7	remanei
III	10490001	5	remanei
III	10500001	6	remanei
III	10510001	2	remanei
III	10520001	10	remanei
III	10530001	4	remanei
III	10540001	2	remanei
III	10550001	9	remanei
III	10560001	8	remanei
III	10570001	9	remanei
III	10580001	6	remanei
III	10590001	6	remanei
III	10600001	5	remanei
III	10610001	4	remanei
III	10620001	6	remanei
III	10630001	2	remanei
III	10640001	3	remanei
III	10650001	2	remanei
III	10660001	2	remanei
III	10670001	10	remanei
III	10680001	3	remanei
III	10690001	5	remanei
III	10700001	8	remanei
III	10710001	5	remanei
III	10720001	9	remanei
III	10730001	4	remanei
III	10740001	4	remanei
III	10750001	4	remanei
III	10760001	6	remanei
III	10770001	12	remanei
III	10780001	11	remanei
III	10790001	11	remanei
III	10800001	5	remanei
III	10810001	2	remanei
III	10820001	0	remanei
III	10830001	5	remanei
III	10840001	13	remanei
III	10850001	5	remanei
III	10860001	0	remanei
III	10870001	3	remanei
III	10880001	6	remanei
III	10890001	0	remanei
III	10900001	3	remanei
III	10910001	5	remanei
III	10920001	9	remanei
III	10930001	22	remanei
III	10940001	3	remanei
III	10950001	13	remanei
III	10960001	5	remanei
III	10970001	1	remanei
III	10980001	5	remanei
III	10990001	6	remanei
III	11000001	2	remanei
III	11010001	4	remanei
III	11020001	4	remanei
III	11030001	3	remanei
III	11040001	0	remanei
III	11050001	3	remanei
III	11060001	2	remanei
III	11070001	1	remanei
III	11080001	5	remanei
III	11090001	10	remanei
III	11100001	10	remanei
III	11110001	2	remanei
III	11120001	6	remanei
III	11130001	4	remanei
III	11140001	4	remanei
III	11150001	12	remanei
III	11160001	5	remanei
III	11170001	8	remanei
III	11180001	5	remanei
III	11190001	7	remanei
III	11200001	9	remanei
III	11210001	8	remanei
III	11220001	18	remanei
III	11230001	20	remanei
III	11240001	14	remanei
III	11250001	8	remanei
III	11260001	7	remanei
III	11270001	23	remanei
III	11280001	13	remanei
III	11290001	5	remanei
III	11300001	10	remanei
III	11310001	14	remanei
III	11320001	10	remanei
III	11330001	24	remanei
III	11340001	20	remanei
III	11350001	4	remanei
III	11360001	11	remanei
III	11370001	11	remanei
III	11380001	22	remanei
III	11390001	13	remanei
III	11400001	8	remanei
III	11410001	5	remanei
III	11420001	18	remanei
III	11430001	27	remanei
III	11440001	8	remanei
III	11450001	21	remanei
III	11460001	18	remanei
III	11470001	2	remanei
III	11480001	11	remanei
III	11490001	23	remanei
III	11500001	25	remanei
III	11510001	22	remanei
III	11520001	5	remanei
III	11530001	21	remanei
III	11540001	8	remanei
III	11550001	5	remanei
III	11560001	6	remanei
III	11570001	23	remanei
III	11580001	22	remanei
III	11590001	6	remanei
III	11600001	2	remanei
III	11610001	5	remanei
III	11620001	8	remanei
III	11630001	19	remanei
III	11640001	16	remanei
III	11650001	17	remanei
III	11660001	19	remanei
III	11670001	22	remanei
III	11680001	13	remanei
III	11690001	9	remanei
III	11700001	7	remanei
III	11710001	10	remanei
III	11720001	14	remanei
III	11730001	17	remanei
III	11740001	35	remanei
III	11750001	11	remanei
III	11760001	9	remanei
III	11770001	5	remanei
III	11780001	18	remanei
III	11790001	29	remanei
III	11800001	8	remanei
III	11810001	14	remanei
III	11820001	7	remanei
III	11830001	22	remanei
III	11840001	5	remanei
III	11850001	18	remanei
III	11860001	14	remanei
III	11870001	15	remanei
III	11880001	12	remanei
III	11890001	17	remanei
III	11900001	17	remanei
III	11910001	3	remanei
III	11920001	22	remanei
III	11930001	26	remanei
III	11940001	8	remanei
III	11950001	17	remanei
III	11960001	15	remanei
III	11970001	8	remanei
III	11980001	16	remanei
III	11990001	6	remanei
III	12000001	15	remanei
III	12010001	8	remanei
III	12020001	12	remanei
III	12030001	16	remanei
III	12040001	24	remanei
III	12050001	15	remanei
III	12060001	12	remanei
III	12070001	18	remanei
III	12080001	5	remanei
III	12090001	17	remanei
III	12100001	13	remanei
III	12110001	18	remanei
III	12120001	8	remanei
III	12130001	0	remanei
III	12140001	11	remanei
III	12150001	15	remanei
III	12160001	17	remanei
III	12170001	20	remanei
III	12180001	28	remanei
III	12190001	23	remanei
III	12200001	10	remanei
III	12210001	8	remanei
III	12220001	25	remanei
III	12230001	12	remanei
III	12240001	17	remanei
III	12250001	11	remanei
III	12260001	7	remanei
III	12270001	13	remanei
III	12280001	11	remanei
III	12290001	15	remanei
III	12300001	20	remanei
III	12310001	6	remanei
III	12320001	16	remanei
III	12330001	17	remanei
III	12340001	9	remanei
III	12350001	10	remanei
III	12360001	9	remanei
III	12370001	3	remanei
III	12380001	14	remanei
III	12390001	7	remanei
III	12400001	18	remanei
III	12410001	23	remanei
III	12420001	16	remanei
III	12430001	8	remanei
III	12440001	35	remanei
III	12450001	34	remanei
III	12460001	21	remanei
III	12470001	18	remanei
III	12480001	39	remanei
III	12490001	35	remanei
III	12500001	41	remanei
III	12510001	12	remanei
III	12520001	20	remanei
III	12530001	7	remanei
III	12540001	32	remanei
III	12550001	27	remanei
III	12560001	31	remanei
III	12570001	2	remanei
III	12580001	9	remanei
III	12590001	40	remanei
III	12600001	42	remanei
III	12610001	27	remanei
III	12620001	23	remanei
III	12630001	21	remanei
III	12640001	27	remanei
III	12650001	17	remanei
III	12660001	23	remanei
III	12670001	46	remanei
III	12680001	36	remanei
III	12690001	27	remanei
III	12700001	13	remanei
III	12710001	43	remanei
III	12720001	29	remanei
III	12730001	27	remanei
III	12740001	28	remanei
III	12750001	16	remanei
III	12760001	24	remanei
III	12770001	34	remanei
III	12780001	38	remanei
III	12790001	31	remanei
III	12800001	33	remanei
III	12810001	20	remanei
III	12820001	33	remanei
III	12830001	30	remanei
III	12840001	14	remanei
III	12850001	17	remanei
III	12860001	13	remanei
III	12870001	26	remanei
III	12880001	41	remanei
III	12890001	48	remanei
III	12900001	41	remanei
III	12910001	16	remanei
III	12920001	15	remanei
III	12930001	34	remanei
III	12940001	24	remanei
III	12950001	16	remanei
III	12960001	26	remanei
III	12970001	20	remanei
III	12980001	32	remanei
III	12990001	25	remanei
III	13000001	33	remanei
III	13010001	42	remanei
III	13020001	38	remanei
III	13030001	27	remanei
III	13040001	28	remanei
III	13050001	17	remanei
III	13060001	10	remanei
III	13070001	15	remanei
III	13080001	30	remanei
III	13090001	27	remanei
III	13100001	32	remanei
III	13110001	36	remanei
III	13120001	6	remanei
III	13130001	39	remanei
III	13140001	26	remanei
III	13150001	8	remanei
III	13160001	9	remanei
III	13170001	14	remanei
III	13180001	33	remanei
III	13190001	25	remanei
III	13200001	17	remanei
III	13210001	40	remanei
III	13220001	20	remanei
III	13230001	24	remanei
III	13240001	20	remanei
III	13250001	30	remanei
III	13260001	33	remanei
III	13270001	21	remanei
III	13280001	39	remanei
III	13290001	26	remanei
III	13300001	33	remanei
III	13310001	1	remanei
III	13320001	26	remanei
III	13330001	48	remanei
III	13340001	26	remanei
III	13350001	11	remanei
III	13360001	40	remanei
III	13370001	17	remanei
III	13380001	24	remanei
III	13390001	13	remanei
III	13400001	14	remanei
III	13410001	42	remanei
III	13420001	40	remanei
III	13430001	35	remanei
III	13440001	38	remanei
III	13450001	35	remanei
III	13460001	44	remanei
III	13470001	37	remanei
III	13480001	35	remanei
III	13490001	21	remanei
III	13500001	38	remanei
III	13510001	36	remanei
III	13520001	28	remanei
III	13530001	22	remanei
III	13540001	34	remanei
III	13550001	23	remanei
III	13560001	23	remanei
III	13570001	27	remanei
III	13580001	25	remanei
III	13590001	29	remanei
III	13600001	52	remanei
III	13610001	44	remanei
III	13620001	27	remanei
III	13630001	34	remanei
III	13640001	14	remanei
III	13650001	33	remanei
III	13660001	15	remanei
III	13670001	24	remanei
III	13680001	19	remanei
III	13690001	21	remanei
III	13700001	21	remanei
III	13710001	28	remanei
III	13720001	21	remanei
III	13730001	23	remanei
III	13740001	41	remanei
III	13750001	21	remanei
III	13760001	27	remanei
III	13770001	40	remanei
III	13780001	20	remanei
III	13790001	32	remanei
III	13800001	17	remanei
III	13810001	26	remanei
III	13820001	58	remanei
III	13830001	43	remanei
III	13840001	27	remanei
III	13850001	39	remanei
III	13860001	48	remanei
III	13870001	30	remanei
III	13880001	60	remanei
III	13890001	42	remanei
III	13900001	47	remanei
III	13910001	49	remanei
III	13920001	33	remanei
III	13930001	45	remanei
III	13940001	55	remanei
III	13950001	48	remanei
III	13960001	42	remanei
III	13970001	41	remanei
III	13980001	56	remanei
III	13990001	47	remanei
III	14000001	32	remanei
III	14010001	38	remanei
III	14020001	40	remanei
III	14030001	48	remanei
III	14040001	39	remanei
III	14050001	43	remanei
III	14060001	38	remanei
III	14070001	41	remanei
III	14080001	23	remanei
III	14090001	39	remanei
III	14100001	49	remanei
III	14110001	43	remanei
III	14120001	62	remanei
III	14130001	43	remanei
III	14140001	52	remanei
III	14150001	23	remanei
III	14160001	52	remanei
III	14170001	32	remanei
III	14180001	28	remanei
III	14190001	33	remanei
III	14200001	36	remanei
III	14210001	43	remanei
III	14220001	64	remanei
III	14230001	50	remanei
III	14240001	16	remanei
III	14250001	22	remanei
III	14260001	21	remanei
III	14270001	24	remanei
III	14280001	40	remanei
III	14290001	38	remanei
III	14300001	26	remanei
III	14310001	7	remanei
III	14320001	8	remanei
III	14330001	4	remanei
III	14340001	4	remanei
III	14350001	28	remanei
III	14360001	34	remanei
III	14370001	17	remanei
III	14380001	34	remanei
III	14390001	51	remanei
III	14400001	23	remanei
III	14410001	18	remanei
III	14420001	29	remanei
III	14430001	31	remanei
III	14440001	26	remanei
III	14450001	33	remanei
III	14460001	29	remanei
III	14470001	28	remanei
III	14480001	37	remanei
III	14490001	42	remanei
III	14500001	45	remanei
III	14510001	8	remanei
III	14520001	23	remanei
III	14530001	29	remanei
III	14540001	29	remanei
III	14550001	23	remanei
III	14560001	23	remanei
III	14570001	6	remanei
III	14580001	9	remanei
III	14590001	12	remanei
III	14600001	9	remanei
III	14610001	18	remanei
III	14620001	28	remanei
III	14630001	35	remanei
III	14640001	39	remanei
III	14650001	39	remanei
III	14660001	37	remanei
III	14670001	38	remanei
III	14680001	33	remanei
III	14690001	29	remanei
III	14700001	37	remanei
III	14710001	27	remanei
III	14720001	11	remanei
III	14730001	13	remanei
III	14740001	16	remanei
III	14750001	4	remanei
III	14760001	4	remanei
III	14770001	22	remanei
III	14780001	30	remanei
III	14790001	32	remanei
III	14800001	11	remanei
III	14810001	24	remanei
III	14820001	32	remanei
III	14830001	53	remanei
III	14840001	38	remanei
III	14850001	18	remanei
III	14860001	28	remanei
III	14870001	22	remanei
III	14880001	24	remanei
III	14890001	39	remanei
III	14900001	18	remanei
III	14910001	17	remanei
III	14920001	49	remanei
III	14930001	46	remanei
III	14940001	66	remanei
III	14950001	34	remanei
III	14960001	27	remanei
III	14970001	21	remanei
III	14980001	53	remanei
III	14990001	44	remanei
III	15000001	30	remanei
III	15010001	27	remanei
III	15020001	22	remanei
III	15030001	14	remanei
III	15040001	44	remanei
III	15050001	37	remanei
III	15060001	40	remanei
III	15070001	34	remanei
III	15080001	30	remanei
III	15090001	37	remanei
III	15100001	73	remanei
III	15110001	39	remanei
III	15120001	35	remanei
III	15130001	54	remanei
III	15140001	45	remanei
III	15150001	44	remanei
III	15160001	23	remanei
III	15170001	21	remanei
III	15180001	42	remanei
III	15190001	35	remanei
III	15200001	25	remanei
III	15210001	44	remanei
III	15220001	25	remanei
III	15230001	25	remanei
III	15240001	43	remanei
III	15250001	20	remanei
III	15260001	29	remanei
III	15270001	33	remanei
III	15280001	39	remanei
III	15290001	22	remanei
III	15300001	29	remanei
III	15310001	32	remanei
III	15320001	17	remanei
III	15330001	16	remanei
III	15340001	28	remanei
III	15350001	34	remanei
III	15360001	38	remanei
III	15370001	25	remanei
III	15380001	36	remanei
III	15390001	26	remanei
III	15400001	26	remanei
III	15410001	25	remanei
III	15420001	15	remanei
III	15430001	49	remanei
III	15440001	49	remanei
III	15450001	51	remanei
III	15460001	38	remanei
III	15470001	56	remanei
III	15480001	41	remanei
III	15490001	36	remanei
III	15500001	15	remanei
III	15510001	9	remanei
III	15520001	38	remanei
III	15530001	39	remanei
III	15540001	58	remanei
III	15550001	27	remanei
III	15560001	33	remanei
III	15570001	30	remanei
III	15580001	54	remanei
III	15590001	43	remanei
III	15600001	36	remanei
III	15610001	21	remanei
III	15620001	40	remanei
III	15630001	53	remanei
III	15640001	16	remanei
III	15650001	9	remanei
III	15660001	25	remanei
III	15670001	15	remanei
III	15680001	23	remanei
III	15690001	22	remanei
III	15700001	11	remanei
III	15710001	24	remanei
III	15720001	21	remanei
III	15730001	26	remanei
III	15740001	39	remanei
III	15750001	54	remanei
III	15760001	55	remanei
III	15770001	17	remanei
III	15780001	35	remanei
III	15790001	44	remanei
III	15800001	41	remanei
III	15810001	35	remanei
III	15820001	28	remanei
III	15830001	54	remanei
III	15840001	56	remanei
III	15850001	48	remanei
III	15860001	21	remanei
III	15870001	33	remanei
III	15880001	31	remanei
III	15890001	14	remanei
III	15900001	21	remanei
III	15910001	35	remanei
III	15920001	21	remanei
III	15930001	18	remanei
III	15940001	26	remanei
III	15950001	22	remanei
III	15960001	27	remanei
III	15970001	27	remanei
III	15980001	21	remanei
III	15990001	25	remanei
III	16000001	30	remanei
III	16010001	27	remanei
III	16020001	44	remanei
III	16030001	39	remanei
III	16040001	14	remanei
III	16050001	4	remanei
III	16060001	2	remanei
III	16070001	15	remanei
III	16080001	17	remanei
III	16090001	8	remanei
III	16100001	31	remanei
III	16110001	26	remanei
III	16120001	17	remanei
III	16130001	0	remanei
III	16140001	6	remanei
III	16150001	25	remanei
III	16160001	33	remanei
III	16170001	38	remanei
III	16180001	17	remanei
III	16190001	14	remanei
III	16200001	23	remanei
III	16210001	32	remanei
III	16220001	37	remanei
III	16230001	46	remanei
III	16240001	30	remanei
III	16250001	30	remanei
III	16260001	27	remanei
III	16270001	28	remanei
III	16280001	17	remanei
III	16290001	34	remanei
III	16300001	9	remanei
III	16310001	7	remanei
III	16320001	5	remanei
III	16330001	13	remanei
III	16340001	6	remanei
III	16350001	22	remanei
III	16360001	31	remanei
III	16370001	22	remanei
III	16380001	21	remanei
III	16390001	26	remanei
III	16400001	20	remanei
III	16410001	31	remanei
III	16420001	25	remanei
III	16430001	24	remanei
III	16440001	41	remanei
III	16450001	26	remanei
III	16460001	12	remanei
III	16470001	6	remanei
III	16480001	9	remanei
III	16490001	4	remanei
III	16500001	10	remanei
III	16510001	6	remanei
III	16520001	2	remanei
III	16530001	8	remanei
III	16540001	11	remanei
III	16550001	13	remanei
III	16560001	28	remanei
III	16570001	27	remanei
III	16580001	20	remanei
III	16590001	13	remanei
III	16600001	30	remanei
III	16610001	18	remanei
III	16620001	3	remanei
III	16630001	17	remanei
III	16640001	5	remanei
III	16650001	19	remanei
III	16660001	22	remanei
III	16670001	34	remanei
III	16680001	26	remanei
III	16690001	33	remanei
