Chr	BP	gene_num	perc_N	species	norm_dist_center
X	5500001	17	21.1	nigoni	0.267427
X	5600001	21	21.148	nigoni	0.263198
X	5700001	16	30.475	nigoni	0.258969
X	5800001	17	22.651	nigoni	0.254741
X	5900001	17	26.351	nigoni	0.250512
X	6000001	18	32.483	nigoni	0.246284
X	6100001	22	20.775	nigoni	0.242055
X	6200001	27	20.035	nigoni	0.237826
X	6300001	19	26.962	nigoni	0.233598
X	6400001	22	27.011	nigoni	0.229369
X	6500001	13	23.357	nigoni	0.225141
X	6600001	22	26.772	nigoni	0.220912
X	6700001	27	14.805	nigoni	0.216683
X	6800001	14	20.782	nigoni	0.212455
X	6900001	9	19.319	nigoni	0.208226
X	7000001	19	21.115	nigoni	0.203998
X	7100001	20	29.239	nigoni	0.199769
X	7200001	17	31.293	nigoni	0.19554
X	7300001	24	42.478	nigoni	0.191312
X	7400001	24	43.681	nigoni	0.187083
X	7500001	18	23.247	nigoni	0.182855
X	7600001	14	25.761	nigoni	0.178626
X	7700001	21	23.991	nigoni	0.174397
X	7800001	11	21.798	nigoni	0.170169
X	7900001	21	21.819	nigoni	0.16594
X	8000001	11	60.072	nigoni	0.161712
X	8100001	16	50.336	nigoni	0.157483
X	8200001	16	42.134	nigoni	0.153254
X	8300001	19	36.792	nigoni	0.149026
X	8400001	24	27.292	nigoni	0.144797
X	8500001	15	12.114	nigoni	0.140568
X	8600001	26	18.992	nigoni	0.13634
X	8700001	17	16.794	nigoni	0.132111
X	8800001	21	12.055	nigoni	0.127883
X	8900001	16	11.734	nigoni	0.123654
X	9000001	22	14.634	nigoni	0.119425
X	9100001	19	10.623	nigoni	0.115197
X	9200001	15	26.469	nigoni	0.110968
X	9300001	16	14.536	nigoni	0.10674
X	9400001	20	15.491	nigoni	0.102511
X	9500001	24	36.019	nigoni	0.0982824
X	9600001	22	16.54	nigoni	0.0940538
X	9700001	15	9.717	nigoni	0.0898252
X	9800001	16	14.588	nigoni	0.0855966
X	9900001	21	13.429	nigoni	0.081368
X	10000001	18	11.739	nigoni	0.0771394
X	10100001	24	17.534	nigoni	0.0729108
X	10200001	28	18.441	nigoni	0.0686822
X	10300001	26	9.679	nigoni	0.0644536
X	10400001	18	11.299	nigoni	0.060225
X	10500001	20	11.962	nigoni	0.0559964
X	10600001	22	15.171	nigoni	0.0517678
X	10700001	19	8.943	nigoni	0.0475392
X	10800001	15	12.629	nigoni	0.0433106
X	10900001	14	7.62	nigoni	0.039082
X	11000001	25	9.75	nigoni	0.0348534
X	11100001	17	10.766	nigoni	0.0306247
X	11200001	29	6.84	nigoni	0.0263961
X	11300001	27	9.662	nigoni	0.0221675
X	11400001	15	6.176	nigoni	0.0179389
X	11500001	16	5.427	nigoni	0.0137103
X	11600001	17	16.76	nigoni	0.00948172
X	11700001	19	10.669	nigoni	0.00525311
X	11800001	18	17.68	nigoni	0.00102451
X	11900001	22	12.013	nigoni	0.0032041
X	12000001	16	10.62	nigoni	0.0074327
X	12100001	21	9.76	nigoni	0.0116613
X	12200001	21	31.541	nigoni	0.0158899
X	12300001	21	20.572	nigoni	0.0201185
X	12400001	22	19.524	nigoni	0.0243471
X	12500001	26	9.803	nigoni	0.0285757
X	12600001	21	8.773	nigoni	0.0328043
X	12700001	21	16.159	nigoni	0.0370329
X	12800001	21	6.895	nigoni	0.0412615
X	12900001	30	11.501	nigoni	0.0454902
X	13000001	19	24.268	nigoni	0.0497188
X	13100001	19	13.946	nigoni	0.0539474
X	13200001	19	12.46	nigoni	0.058176
X	13300001	20	10.927	nigoni	0.0624046
X	13400001	15	10.431	nigoni	0.0666332
X	13500001	24	13.712	nigoni	0.0708618
X	13600001	27	19.942	nigoni	0.0750904
X	13700001	15	32.672	nigoni	0.079319
X	13800001	30	11.799	nigoni	0.0835476
X	13900001	22	17.046	nigoni	0.0877762
X	14000001	13	13.073	nigoni	0.0920048
X	14100001	21	21.87	nigoni	0.0962334
X	14200001	26	24.83	nigoni	0.100462
X	14300001	19	20.169	nigoni	0.104691
X	14400001	18	8.769	nigoni	0.108919
X	14500001	16	10.679	nigoni	0.113148
X	14600001	18	13.682	nigoni	0.117376
X	14700001	13	10.943	nigoni	0.121605
X	14800001	17	20.845	nigoni	0.125834
X	14900001	20	16.747	nigoni	0.130062
X	15000001	15	17.816	nigoni	0.134291
X	15100001	18	12.659	nigoni	0.138519
X	15200001	13	18.193	nigoni	0.142748
X	15300001	14	10.587	nigoni	0.146977
X	15400001	16	20.282	nigoni	0.151205
X	15500001	31	19.995	nigoni	0.155434
X	15600001	14	23.514	nigoni	0.159663
X	15700001	24	22.133	nigoni	0.163891
X	15800001	25	21.468	nigoni	0.16812
X	15900001	14	25.903	nigoni	0.172348
X	16000001	11	26.811	nigoni	0.176577
X	16100001	23	19.776	nigoni	0.180806
X	16200001	14	21.882	nigoni	0.185034
X	16300001	27	30.599	nigoni	0.189263
X	16400001	21	16.495	nigoni	0.193491
X	16500001	22	22.844	nigoni	0.19772
X	16600001	28	23.741	nigoni	0.201949
X	16700001	27	28.366	nigoni	0.206177
X	16800001	21	25.334	nigoni	0.210406
X	16900001	22	28.142	nigoni	0.214634
X	17000001	20	24.767	nigoni	0.218863
X	17100001	24	26.88	nigoni	0.223092
X	17200001	19	18.51	nigoni	0.22732
X	17300001	16	38.305	nigoni	0.231549
X	17400001	23	24.132	nigoni	0.235777
X	17500001	16	23.17	nigoni	0.240006
X	17600001	21	15.98	nigoni	0.244235
X	17700001	21	21.178	nigoni	0.248463
X	17800001	15	18.182	nigoni	0.252692
X	17900001	19	26.881	nigoni	0.25692
X	18000001	17	27.017	nigoni	0.261149
X	18100001	21	21.812	nigoni	0.265378
X	18200001	18	24.96	nigoni	0.269606
X	18300001	25	20.912	nigoni	0.273835
X	18400001	19	39.793	nigoni	0.278063
X	18500001	10	21.245	nigoni	0.282292
X	18600001	17	35.182	nigoni	0.286521
X	18700001	27	30.117	nigoni	0.290749
X	18800001	16	24.984	nigoni	0.294978
X	18900001	30	11.425	nigoni	0.299206
X	19000001	14	23.5	nigoni	0.303435
X	19100001	16	23.904	nigoni	0.307664
X	19200001	14	19.969	nigoni	0.311892
X	19300001	9	21.294	nigoni	0.316121
X	19400001	18	14.157	nigoni	0.32035
X	19500001	20	17.305	nigoni	0.324578
X	19600001	22	17.988	nigoni	0.328807
X	19700001	15	25.712	nigoni	0.333035
X	19800001	19	20.972	nigoni	0.337264
X	19900001	14	22.398	nigoni	0.341493
X	20000001	22	27.85	nigoni	0.345721
X	20100001	28	34.517	nigoni	0.34995
X	20200001	23	35.149	nigoni	0.354178
X	20300001	19	33.772	nigoni	0.358407
X	20400001	27	37.259	nigoni	0.362636
X	20500001	8	44.997	nigoni	0.366864
X	20600001	22	38.562	nigoni	0.371093
X	20700001	22	31.15	nigoni	0.375321
X	20800001	23	26.918	nigoni	0.37955
X	20900001	20	32.424	nigoni	0.383779
X	21000001	20	27.647	nigoni	0.388007
X	21100001	19	39.787	nigoni	0.392236
X	21200001	15	20.886	nigoni	0.396464
X	21300001	11	24.911	nigoni	0.400693
X	21400001	18	19.701	nigoni	0.404922
X	21500001	13	29.866	nigoni	0.40915
X	21600001	28	20.48	nigoni	0.413379
X	21700001	15	25.423	nigoni	0.417607
X	21800001	21	25.544	nigoni	0.421836
X	21900001	32	29.575	nigoni	0.426065
X	22000001	18	20.266	nigoni	0.430293
X	22100001	18	24.445	nigoni	0.434522
X	22200001	32	19.353	nigoni	0.43875
X	22300001	19	34.084	nigoni	0.442979
X	22400001	19	27.655	nigoni	0.447208
X	22500001	19	25.142	nigoni	0.451436
X	22600001	16	31.287	nigoni	0.455665
X	22700001	26	28.518	nigoni	0.459893
X	22800001	24	31.618	nigoni	0.464122
X	22900001	21	28.347	nigoni	0.468351
X	23000001	23	28.888	nigoni	0.472579
X	23100001	36	15.317	nigoni	0.476808
X	23200001	21	26.113	nigoni	0.481037
X	23300001	24	32.99	nigoni	0.485265
X	23400001	24	23.528	nigoni	0.489494
X	23500001	14	22.732	nigoni	0.493722
X	23600001	9	22.785	nigoni	0.497951
III	1	21	27.041	remanei	0.5
III	100001	26	16.757	remanei	0.494406
III	200001	17	26.009	remanei	0.488813
III	300001	25	25.569	remanei	0.483219
III	400001	26	28.189	remanei	0.477626
III	500001	29	27.051	remanei	0.472032
III	600001	10	34.415	remanei	0.466439
III	700001	16	40.676	remanei	0.460845
III	800001	11	40.995	remanei	0.455252
III	900001	12	30.238	remanei	0.449658
III	1000001	21	32.889	remanei	0.444065
III	1100001	18	32.379	remanei	0.438471
III	1200001	18	36.186	remanei	0.432878
III	1300001	24	41.943	remanei	0.427284
III	1400001	29	28.442	remanei	0.421691
III	1500001	16	34.601	remanei	0.416097
III	1600001	25	42.934	remanei	0.410504
III	1700001	25	35.415	remanei	0.40491
III	1800001	11	36.072	remanei	0.399317
III	1900001	17	25.717	remanei	0.393723
III	2000001	29	55.268	remanei	0.38813
III	2100001	29	42.484	remanei	0.382536
III	2200001	13	38.307	remanei	0.376943
III	2300001	16	35.536	remanei	0.371349
III	2400001	18	35.457	remanei	0.365756
III	2500001	19	34.105	remanei	0.360162
III	2600001	25	41.791	remanei	0.354569
III	2700001	29	25.941	remanei	0.348975
III	2800001	18	38.977	remanei	0.343382
III	2900001	25	38.262	remanei	0.337788
III	3000001	17	35.616	remanei	0.332195
III	3100001	21	26.963	remanei	0.326601
III	3200001	21	30.251	remanei	0.321008
III	3300001	20	27.49	remanei	0.315414
III	3400001	11	29.064	remanei	0.30982
III	3500001	15	36.94	remanei	0.304227
III	3600001	33	18.614	remanei	0.298633
III	3700001	19	20.174	remanei	0.29304
III	3800001	25	23.296	remanei	0.287446
III	3900001	33	25.403	remanei	0.281853
III	4000001	34	29.713	remanei	0.276259
III	4100001	13	24.088	remanei	0.270666
III	4200001	25	25.968	remanei	0.265072
III	4300001	16	38.386	remanei	0.259479
III	4400001	16	33.013	remanei	0.253885
III	4500001	12	26.452	remanei	0.248292
III	4600001	14	47.195	remanei	0.242698
III	4700001	16	30.184	remanei	0.237105
III	4800001	17	29.224	remanei	0.231511
III	4900001	23	25.739	remanei	0.225918
III	5000001	18	34.979	remanei	0.220324
III	5100001	22	39.324	remanei	0.214731
III	5200001	18	31.105	remanei	0.209137
III	5300001	17	29.477	remanei	0.203544
III	5400001	22	38.05	remanei	0.19795
III	5500001	15	40.007	remanei	0.192357
III	5600001	23	8.466	remanei	0.186763
III	5700001	37	14.16	remanei	0.18117
III	5800001	27	15.839	remanei	0.175576
III	5900001	26	7.355	remanei	0.169983
III	6000001	19	19.782	remanei	0.164389
III	6100001	18	8.628	remanei	0.158796
III	6200001	23	6.232	remanei	0.153202
III	6300001	26	6.774	remanei	0.147609
III	6400001	34	4.239	remanei	0.142015
III	6500001	29	10.092	remanei	0.136422
III	6600001	30	7.331	remanei	0.130828
III	6700001	25	5.179	remanei	0.125235
III	6800001	37	12.135	remanei	0.119641
III	6900001	29	4.735	remanei	0.114047
III	7000001	36	2.266	remanei	0.108454
III	7100001	24	7.64	remanei	0.10286
III	7200001	30	6.532	remanei	0.097267
III	7300001	21	8.183	remanei	0.0916734
III	7400001	22	5.69	remanei	0.0860799
III	7500001	27	5.048	remanei	0.0804864
III	7600001	36	4.441	remanei	0.0748929
III	7700001	45	6.076	remanei	0.0692994
III	7800001	22	6.933	remanei	0.0637059
III	7900001	16	3.766	remanei	0.0581124
III	8000001	23	6.865	remanei	0.0525188
III	8100001	30	8.647	remanei	0.0469253
III	8200001	30	4.258	remanei	0.0413318
III	8300001	37	10.675	remanei	0.0357383
III	8400001	34	9.104	remanei	0.0301448
III	8500001	27	10.806	remanei	0.0245513
III	8600001	23	9.663	remanei	0.0189578
III	8700001	27	13.123	remanei	0.0133642
III	8800001	26	7.366	remanei	0.00777073
III	8900001	19	8.867	remanei	0.00217722
III	9000001	28	6.065	remanei	0.00341629
III	9100001	33	6.539	remanei	0.00900981
III	9200001	23	6.111	remanei	0.0146033
III	9300001	35	9.579	remanei	0.0201968
III	9400001	28	25.393	remanei	0.0257903
III	9500001	22	7.661	remanei	0.0313839
III	9600001	25	8.025	remanei	0.0369774
III	9700001	25	5.185	remanei	0.0425709
III	9800001	24	3.646	remanei	0.0481644
III	9900001	32	17.027	remanei	0.0537579
III	10000001	29	7.339	remanei	0.0593514
III	10100001	26	7.282	remanei	0.0649449
III	10200001	32	4.911	remanei	0.0705385
III	10300001	25	5.166	remanei	0.076132
III	10400001	25	5.823	remanei	0.0817255
III	10500001	30	4.165	remanei	0.087319
III	10600001	31	14.354	remanei	0.0929125
III	10700001	17	10.173	remanei	0.098506
III	10800001	34	4.606	remanei	0.1041
III	10900001	19	10.758	remanei	0.109693
III	11000001	29	2.519	remanei	0.115287
III	11100001	28	6.674	remanei	0.12088
III	11200001	26	17.891	remanei	0.126474
III	11300001	22	13.184	remanei	0.132067
III	11400001	24	12.89	remanei	0.137661
III	11500001	20	19.774	remanei	0.143254
III	11600001	28	20.272	remanei	0.148848
III	11700001	13	22.91	remanei	0.154441
III	11800001	22	28.912	remanei	0.160035
III	11900001	17	21.253	remanei	0.165628
III	12000001	24	22.875	remanei	0.171222
III	12100001	21	22.114	remanei	0.176815
III	12200001	28	22.131	remanei	0.182409
III	12300001	23	14.868	remanei	0.188002
III	12400001	21	35.13	remanei	0.193596
III	12500001	20	40.329	remanei	0.199189
III	12600001	20	39.669	remanei	0.204783
III	12700001	16	40.358	remanei	0.210376
III	12800001	27	60.847	remanei	0.21597
III	12900001	14	32.111	remanei	0.221563
III	13000001	18	36.838	remanei	0.227157
III	13100001	13	24.609	remanei	0.23275
III	13200001	15	53.091	remanei	0.238344
III	13300001	12	49.4	remanei	0.243937
III	13400001	18	42.826	remanei	0.249531
III	13500001	15	34.802	remanei	0.255124
III	13600001	17	43.177	remanei	0.260718
III	13700001	21	51.923	remanei	0.266311
III	13800001	12	47.811	remanei	0.271905
III	13900001	15	51.653	remanei	0.277498
III	14000001	11	45.416	remanei	0.283092
III	14100001	14	44.301	remanei	0.288685
III	14200001	18	53.779	remanei	0.294279
III	14300001	32	27.972	remanei	0.299873
III	14400001	24	39.847	remanei	0.305466
III	14500001	26	37.491	remanei	0.31106
III	14600001	17	36.784	remanei	0.316653
III	14700001	15	42.592	remanei	0.322247
III	14800001	16	49.791	remanei	0.32784
III	14900001	19	40.511	remanei	0.333434
III	15000001	17	44.454	remanei	0.339027
III	15100001	9	59.655	remanei	0.344621
III	15200001	9	43.983	remanei	0.350214
III	15300001	11	36.215	remanei	0.355808
III	15400001	13	46.727	remanei	0.361401
III	15500001	6	40.333	remanei	0.366995
III	15600001	19	38.917	remanei	0.372588
III	15700001	19	36.586	remanei	0.378182
III	15800001	11	41.825	remanei	0.383775
III	15900001	15	34.045	remanei	0.389369
III	16000001	12	45.013	remanei	0.394962
III	16100001	11	30.567	remanei	0.400556
III	16200001	16	35.215	remanei	0.406149
III	16300001	22	18.362	remanei	0.411743
III	16400001	26	22.53	remanei	0.417336
III	16500001	20	19.723	remanei	0.42293
III	16600001	15	31.463	remanei	0.428523
III	16700001	18	27.869	remanei	0.434117
III	16800001	20	32.388	remanei	0.43971
III	16900001	24	37.553	remanei	0.445304
III	17000001	17	22.577	remanei	0.450897
III	17100001	21	20.877	remanei	0.456491
III	17200001	5	21.33	remanei	0.462084
III	17300001	25	25.166	remanei	0.467678
III	17400001	20	25.765	remanei	0.473271
III	17500001	25	16.091	remanei	0.478865
III	17600001	23	10.903	remanei	0.484458
III	17700001	29	17.07	remanei	0.490052
III	17800001	19	29.437	remanei	0.495646
II	1	15	10.553	remanei	0.5
II	100001	20	19.545	remanei	0.494984
II	200001	28	31.775	remanei	0.489968
II	300001	18	22.946	remanei	0.484952
II	400001	20	33.802	remanei	0.479935
II	500001	15	24.541	remanei	0.474919
II	600001	26	42.762	remanei	0.469903
II	700001	28	36.623	remanei	0.464887
II	800001	24	51.973	remanei	0.459871
II	900001	17	30.736	remanei	0.454855
II	1000001	23	28.801	remanei	0.449839
II	1100001	15	35.636	remanei	0.444823
II	1200001	26	35.39	remanei	0.439807
II	1300001	21	26.693	remanei	0.43479
II	1400001	11	30.557	remanei	0.429774
II	1500001	15	29.377	remanei	0.424758
II	1600001	21	29.151	remanei	0.419742
II	1700001	12	40.218	remanei	0.414726
II	1800001	16	31.355	remanei	0.40971
II	1900001	19	31.157	remanei	0.404694
II	2000001	11	30.778	remanei	0.399678
II	2100001	24	27.867	remanei	0.394661
II	2200001	18	35.797	remanei	0.389645
II	2300001	17	43.766	remanei	0.384629
II	2400001	15	36.71	remanei	0.379613
II	2500001	15	51.92	remanei	0.374597
II	2600001	32	49.953	remanei	0.369581
II	2700001	38	19.893	remanei	0.364565
II	2800001	28	36.819	remanei	0.359549
II	2900001	36	31.298	remanei	0.354532
II	3000001	23	39.979	remanei	0.349516
II	3100001	12	39.357	remanei	0.3445
II	3200001	22	46.464	remanei	0.339484
II	3300001	17	34.341	remanei	0.334468
II	3400001	12	31.366	remanei	0.329452
II	3500001	12	35.705	remanei	0.324436
II	3600001	28	32.847	remanei	0.31942
II	3700001	8	35.653	remanei	0.314403
II	3800001	32	39.029	remanei	0.309387
II	3900001	38	29.952	remanei	0.304371
II	4000001	19	25.848	remanei	0.299355
II	4100001	15	33.884	remanei	0.294339
II	4200001	9	27.479	remanei	0.289323
II	4300001	24	34.363	remanei	0.284307
II	4400001	14	31.755	remanei	0.279291
II	4500001	17	47.148	remanei	0.274275
II	4600001	25	37.73	remanei	0.269258
II	4700001	11	30.884	remanei	0.264242
II	4800001	35	27.232	remanei	0.259226
II	4900001	22	65.567	remanei	0.25421
II	5000001	13	30.5	remanei	0.249194
II	5100001	16	25.428	remanei	0.244178
II	5200001	14	23.405	remanei	0.239162
II	5300001	18	27.74	remanei	0.234146
II	5400001	21	21.167	remanei	0.229129
II	5500001	28	30.366	remanei	0.224113
II	5600001	12	24.873	remanei	0.219097
II	5700001	17	29.73	remanei	0.214081
II	5800001	18	28.807	remanei	0.209065
II	5900001	26	19.224	remanei	0.204049
II	6000001	31	19.518	remanei	0.199033
II	6100001	22	11.364	remanei	0.194017
II	6200001	15	27.056	remanei	0.189
II	6300001	13	26.012	remanei	0.183984
II	6400001	5	45.02	remanei	0.178968
II	6500001	21	29.493	remanei	0.173952
II	6600001	14	18.593	remanei	0.168936
II	6700001	27	29.557	remanei	0.16392
II	6800001	25	20.827	remanei	0.158904
II	6900001	35	8.804	remanei	0.153888
II	7000001	22	13.359	remanei	0.148871
II	7100001	34	3.828	remanei	0.143855
II	7200001	24	20.843	remanei	0.138839
II	7300001	28	15.202	remanei	0.133823
II	7400001	26	9.942	remanei	0.128807
II	7500001	28	6.149	remanei	0.123791
II	7600001	19	4.098	remanei	0.118775
II	7700001	29	5.825	remanei	0.113759
II	7800001	22	6.818	remanei	0.108743
II	7900001	25	3.888	remanei	0.103726
II	8000001	21	9.044	remanei	0.0987103
II	8100001	27	8.91	remanei	0.0936942
II	8200001	20	5.965	remanei	0.088678
II	8300001	45	3.655	remanei	0.0836619
II	8400001	17	17.874	remanei	0.0786458
II	8500001	25	6.755	remanei	0.0736297
II	8600001	21	14.166	remanei	0.0686136
II	8700001	31	4.639	remanei	0.0635974
II	8800001	21	7.958	remanei	0.0585813
II	8900001	25	9.651	remanei	0.0535652
II	9000001	33	4.891	remanei	0.0485491
II	9100001	27	12.709	remanei	0.043533
II	9200001	24	7.527	remanei	0.0385168
II	9300001	27	4.525	remanei	0.0335007
II	9400001	28	9.974	remanei	0.0284846
II	9500001	19	5.338	remanei	0.0234685
II	9600001	26	7.373	remanei	0.0184524
II	9700001	20	3.695	remanei	0.0134362
II	9800001	23	5.601	remanei	0.00842011
II	9900001	26	3.513	remanei	0.00340399
II	10000001	24	3.459	remanei	0.00161213
II	10100001	29	7.987	remanei	0.00662825
II	10200001	28	2.757	remanei	0.0116444
II	10300001	24	12.108	remanei	0.0166605
II	10400001	28	5.137	remanei	0.0216766
II	10500001	30	10.532	remanei	0.0266927
II	10600001	27	6.868	remanei	0.0317089
II	10700001	35	5.58	remanei	0.036725
II	10800001	33	12.013	remanei	0.0417411
II	10900001	20	17.489	remanei	0.0467572
II	11000001	31	9.732	remanei	0.0517733
II	11100001	36	8.187	remanei	0.0567895
II	11200001	37	6.533	remanei	0.0618056
II	11300001	27	10.582	remanei	0.0668217
II	11400001	29	2.912	remanei	0.0718378
II	11500001	19	5.757	remanei	0.0768539
II	11600001	23	4.192	remanei	0.0818701
II	11700001	33	5.234	remanei	0.0868862
II	11800001	31	6.309	remanei	0.0919023
II	11900001	27	5.008	remanei	0.0969184
II	12000001	30	7.981	remanei	0.101935
II	12100001	27	5.328	remanei	0.106951
II	12200001	25	5.553	remanei	0.111967
II	12300001	28	10.407	remanei	0.116983
II	12400001	19	9.946	remanei	0.121999
II	12500001	35	7.128	remanei	0.127015
II	12600001	28	7.343	remanei	0.132031
II	12700001	26	5.13	remanei	0.137047
II	12800001	29	7.994	remanei	0.142064
II	12900001	30	22.541	remanei	0.14708
II	13000001	23	10.513	remanei	0.152096
II	13100001	31	6.147	remanei	0.157112
II	13200001	30	23.874	remanei	0.162128
II	13300001	17	21.26	remanei	0.167144
II	13400001	33	19.582	remanei	0.17216
II	13500001	14	38.025	remanei	0.177176
II	13600001	32	25.188	remanei	0.182192
II	13700001	43	24.265	remanei	0.187209
II	13800001	19	27.896	remanei	0.192225
II	13900001	20	42.157	remanei	0.197241
II	14000001	25	20.334	remanei	0.202257
II	14100001	42	35.135	remanei	0.207273
II	14200001	27	33.208	remanei	0.212289
II	14300001	28	33.846	remanei	0.217305
II	14400001	14	30.469	remanei	0.222321
II	14500001	26	47.011	remanei	0.227338
II	14600001	21	34.81	remanei	0.232354
II	14700001	25	22.048	remanei	0.23737
II	14800001	22	26.741	remanei	0.242386
II	14900001	27	19.595	remanei	0.247402
II	15000001	27	23.49	remanei	0.252418
II	15100001	29	25.763	remanei	0.257434
II	15200001	22	31.582	remanei	0.26245
II	15300001	13	34.112	remanei	0.267467
II	15400001	31	34.001	remanei	0.272483
II	15500001	16	46.064	remanei	0.277499
II	15600001	20	31.416	remanei	0.282515
II	15700001	19	37.164	remanei	0.287531
II	15800001	32	24.999	remanei	0.292547
II	15900001	24	48.313	remanei	0.297563
II	16000001	22	33.201	remanei	0.302579
II	16100001	21	29.606	remanei	0.307596
II	16200001	33	41.329	remanei	0.312612
II	16300001	24	44.845	remanei	0.317628
II	16400001	31	38.207	remanei	0.322644
II	16500001	29	46.688	remanei	0.32766
II	16600001	32	53.889	remanei	0.332676
II	16700001	38	35.523	remanei	0.337692
II	16800001	34	32.017	remanei	0.342708
II	16900001	12	45.328	remanei	0.347724
II	17000001	38	23.422	remanei	0.352741
II	17100001	18	35.859	remanei	0.357757
II	17200001	22	43.255	remanei	0.362773
II	17300001	22	38.702	remanei	0.367789
II	17400001	26	51.835	remanei	0.372805
II	17500001	30	37.416	remanei	0.377821
II	17600001	18	42.089	remanei	0.382837
II	17700001	17	43.294	remanei	0.387853
II	17800001	36	32.043	remanei	0.39287
II	17900001	14	47.065	remanei	0.397886
II	18000001	16	44.865	remanei	0.402902
II	18100001	7	54.996	remanei	0.407918
II	18200001	12	37.242	remanei	0.412934
II	18300001	9	42.474	remanei	0.41795
II	18400001	16	48.825	remanei	0.422966
II	18500001	25	49.291	remanei	0.427982
II	18600001	46	66.175	remanei	0.432999
II	18700001	17	38.62	remanei	0.438015
II	18800001	9	35.673	remanei	0.443031
II	18900001	28	42.013	remanei	0.448047
II	19000001	13	38.396	remanei	0.453063
II	19100001	13	34.497	remanei	0.458079
II	19200001	37	24.421	remanei	0.463095
II	19300001	17	29.934	remanei	0.468111
II	19400001	11	30.26	remanei	0.473127
II	19500001	10	19.255	remanei	0.478144
II	19600001	25	14.378	remanei	0.48316
II	19700001	26	21.39	remanei	0.488176
II	19800001	31	23.011	remanei	0.493192
II	19900001	7	7.228	remanei	0.498208
I	1	15	11.911	remanei	0.5
I	100001	18	9.586	remanei	0.494202
I	200001	18	17.69	remanei	0.488404
I	300001	8	24.858	remanei	0.482606
I	400001	12	20.385	remanei	0.476808
I	500001	12	41.699	remanei	0.47101
I	600001	16	33.164	remanei	0.465212
I	700001	8	24.245	remanei	0.459414
I	800001	13	28.977	remanei	0.453617
I	900001	17	21.423	remanei	0.447819
I	1000001	8	30.46	remanei	0.442021
I	1100001	17	30.973	remanei	0.436223
I	1200001	23	25.324	remanei	0.430425
I	1300001	18	29.708	remanei	0.424627
I	1400001	10	35.225	remanei	0.418829
I	1500001	16	28.248	remanei	0.413031
I	1600001	16	38.315	remanei	0.407233
I	1700001	8	25.1	remanei	0.401435
I	1800001	17	32.789	remanei	0.395637
I	1900001	6	34.524	remanei	0.389839
I	2000001	13	29.617	remanei	0.384041
I	2100001	19	34.444	remanei	0.378243
I	2200001	13	43.023	remanei	0.372446
I	2300001	14	31.28	remanei	0.366648
I	2400001	20	35.14	remanei	0.36085
I	2500001	17	37.63	remanei	0.355052
I	2600001	12	29.023	remanei	0.349254
I	2700001	18	49.185	remanei	0.343456
I	2800001	10	39.333	remanei	0.337658
I	2900001	8	48.29	remanei	0.33186
I	3000001	8	46.024	remanei	0.326062
I	3100001	12	34.806	remanei	0.320264
I	3200001	14	37.899	remanei	0.314466
I	3300001	12	36.598	remanei	0.308668
I	3400001	14	30.15	remanei	0.30287
I	3500001	26	25.88	remanei	0.297073
I	3600001	32	25.77	remanei	0.291275
I	3700001	31	32.179	remanei	0.285477
I	3800001	28	22.114	remanei	0.279679
I	3900001	29	25.462	remanei	0.273881
I	4000001	27	31.034	remanei	0.268083
I	4100001	28	20.851	remanei	0.262285
I	4200001	19	23.959	remanei	0.256487
I	4300001	33	25.75	remanei	0.250689
I	4400001	18	26.292	remanei	0.244891
I	4500001	26	57.211	remanei	0.239093
I	4600001	16	21.094	remanei	0.233295
I	4700001	16	44.731	remanei	0.227497
I	4800001	28	20.305	remanei	0.221699
I	4900001	15	23.348	remanei	0.215902
I	5000001	22	17.691	remanei	0.210104
I	5100001	20	33.761	remanei	0.204306
I	5200001	34	19.863	remanei	0.198508
I	5300001	21	11.514	remanei	0.19271
I	5400001	37	16.97	remanei	0.186912
I	5500001	19	19.916	remanei	0.181114
I	5600001	21	13.689	remanei	0.175316
I	5700001	25	7.598	remanei	0.169518
I	5800001	25	15.278	remanei	0.16372
I	5900001	25	15.108	remanei	0.157922
I	6000001	27	7.731	remanei	0.152124
I	6100001	26	4.808	remanei	0.146326
I	6200001	40	7.407	remanei	0.140529
I	6300001	38	6.119	remanei	0.134731
I	6400001	34	15.968	remanei	0.128933
I	6500001	24	10.019	remanei	0.123135
I	6600001	31	12.283	remanei	0.117337
I	6700001	15	3.994	remanei	0.111539
I	6800001	33	3.654	remanei	0.105741
I	6900001	22	4.767	remanei	0.099943
I	7000001	27	8.641	remanei	0.0941451
I	7100001	14	5.609	remanei	0.0883472
I	7200001	21	13.279	remanei	0.0825493
I	7300001	16	6.468	remanei	0.0767513
I	7400001	20	9.564	remanei	0.0709534
I	7500001	28	6.209	remanei	0.0651555
I	7600001	30	3.862	remanei	0.0593575
I	7700001	29	3.091	remanei	0.0535596
I	7800001	34	15.676	remanei	0.0477617
I	7900001	25	19.356	remanei	0.0419638
I	8000001	29	6.519	remanei	0.0361658
I	8100001	35	5.773	remanei	0.0303679
I	8200001	24	16.083	remanei	0.02457
I	8300001	41	4.408	remanei	0.0187721
I	8400001	29	6.909	remanei	0.0129741
I	8500001	29	19.242	remanei	0.00717621
I	8600001	25	13.683	remanei	0.00137828
I	8700001	25	7.598	remanei	0.00441964
I	8800001	19	18.554	remanei	0.0102176
I	8900001	28	6.956	remanei	0.0160155
I	9000001	26	6.297	remanei	0.0218134
