cluster_id	rm_classification	repeat_class	repeat_subclass	repeat_order	repeat_superfamily	repeat_family	average	median	minimum	maximum	standard_deviation	iqr	num_alignments	species	mean_insertion_length	insertion_count	total_genome_bp_cluster	total_genome_percent_cluster
Cluster480	Unknown	NA	NA	NA	NA	NA	0.67	0.67	0.67	0.67	0	0	2	nigoni	150	2	300	0.000254601
Cluster481	RC-Helitron	II	2	Helitron	Helitron	NA	15.0466666666667	21.54	0	23.6	13.071439604471	11.8	3	nigoni	469	3	1407	0.00119408
Cluster482	RC-Helitron	II	2	Helitron	Helitron	NA	6.10333333333333	0.28	0.28	17.75	10.0863092027428	8.735	3	nigoni	705.5	2	1410	0.00119662
Cluster484	DNA-Maverick	II	2	Maverick	Maverick	NA	23.87	25.97	0	37.27	12.7308742826249	6.0525	6	nigoni	332.25	4	1206	0.0010235
Cluster485	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	4.735	4.735	0	9.47	6.69630121783661	4.735	2	nigoni	951.5	2	1903	0.00161502
Cluster486	RC-Helitron	II	2	Helitron	Helitron	NA	0.553333333333333	0.45	0.31	0.9	0.308274769213008	0.295	3	nigoni	670	3	2010	0.00170583
Cluster489	LINE-CR1	I	NA	LINE	Jockey	CR1	0	0	0	0	NA	0	1	nigoni	370	1	370	0.000314008
Cluster490	DNA-hAT	II	1	TIR	hAT	NA	23.0133333333333	24.87	0	38.64	14.9271018518991	18.88	12	nigoni	419.9	10	3986	0.0033828
Cluster491	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	7.64	7.64	7.64	7.64	NA	0	1	nigoni	43	1	33	2.80061e-05
Cluster492	LINE-CR1	I	NA	LINE	Jockey	CR1	22.53	22.53	22.53	22.53	NA	0	1	nigoni	56	1	56	4.75255e-05
Cluster496	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	26.63	26.63	26.63	26.63	NA	0	1	nigoni	67	1	67	5.68609e-05
Cluster499	rRNA	rRNA	NA	NA	NA	NA	1.825	1.825	0.87	2.78	1.35057395206631	0.955	2	nigoni	929	2	1858	0.00157683
Cluster4	DNA	II	NA	NA	NA	NA	17.4425714285714	17.42	10.34	23.38	3.01486058877486	2.09	35	nigoni	112.852	27	2475	0.00210046
Cluster500	SINE_q	I	NA	SINE	NA	NA	0.825	1.1	0	1.1	0.55	0.275	4	nigoni	91	4	364	0.000308916
Cluster501	LINE-Penelope	I	NA	PLE	Penelope	NA	23.1786363636364	16.09	5	47.45	14.6131852710569	26.48	22	nigoni	240.353	17	3366	0.00285662
Cluster502	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	27.2733333333333	27.7	26.04	28.08	1.08486558307162	1.02	3	nigoni	174.333	3	523	0.000443854
Cluster503	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	10.0207142857143	8.3	8.3	20.9	3.99489378752757	0	14	nigoni	62.3571	14	873	0.000740889
Cluster504	DNA-CMC-Mirage	II	1	TIR	CACTA	Mirage	9.12333333333333	8.66	2.51	37.04	6.28930471881859	4.305	27	nigoni	205.519	27	5536	0.00469824
Cluster505	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	23.8873684210526	21.51	18.85	32.7	4.91319746771134	7.185	19	nigoni	467.765	17	7935	0.0067342
Cluster506	DNA	II	NA	NA	NA	NA	17.2828571428571	19.215	3.78	27.82	6.01877178140306	7.6375	28	nigoni	94.5455	22	2027	0.00172025
Cluster507	DNA	II	NA	NA	NA	NA	18.1985714285714	18.58	7.76	31.91	5.5737862227702	6.47	21	nigoni	150.476	21	3160	0.0026818
Cluster508	DNA-hAT	II	1	TIR	hAT	NA	24.8510724431818	25.47	0.95	45.29	6.76927754381905	8.7625	1408	nigoni	214.408	814	136456	0.115806
Cluster509	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	17.3434375	16.62	0	34.19	7.5252995265112	4.4	32	nigoni	564.5	26	14664	0.0124449
Cluster50	Unknown	NA	NA	NA	NA	NA	17.5788541666667	16.94	9.36	28.97	4.43735100441733	6.57	96	nigoni	90.2804	107	8082	0.00685895
Cluster510	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	20.156	18.87	11.12	33.25	5.78311767129115	6.38	25	nigoni	453.64	25	10969	0.00930906
Cluster511	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	32.8854545454545	31.84	21.89	43.81	6.04241071698435	4.605	11	nigoni	97.3333	9	874	0.000741738
Cluster512	DNA	II	NA	NA	NA	NA	22.852380952381	19.92	8.46	38.32	8.38714129174053	12.34	21	nigoni	203.684	19	3753	0.00318506
Cluster513	DNA	II	NA	NA	NA	NA	17.19625	12.68	7.34	36	8.64152986069789	10.7575	16	nigoni	396.917	12	4742	0.00402439
Cluster514	DNA	II	NA	NA	NA	NA	27.1301648351648	28.245	2.7	49.64	9.1992744638618	11.115	364	nigoni	88.595	279	17017	0.0144418
Cluster515	LTR-Gypsy	I	NA	LTR	Gypsy	NA	15.3144444444444	13.96	9.69	25.57	4.49653230587503	3.95	9	nigoni	167.667	9	1509	0.00128064
Cluster516	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	16.3888888888889	17.24	2.76	29.5	8.21389682246502	15.25	45	nigoni	191.268	41	7762	0.00658738
Cluster518	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	16.72	16.72	16.72	16.72	NA	0	1	nigoni	56	1	5	4.24335e-06
Cluster519	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	22.7554545454545	21.675	14.86	33.69	6.28114087852921	9.965	22	nigoni	73.75	12	528	0.000448098
Cluster51	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	9.53833333333333	7.99	0	36.01	9.06949615791661	14.645	192	nigoni	126.403	77	9702	0.0082338
Cluster520	DNA-CMC-Mirage	II	1	TIR	CACTA	Mirage	23.27	23.27	19.57	26.97	5.23259018078045	3.7	2	nigoni	49.5	2	99	8.40183e-05
Cluster521	DNA-MuLE-MuDR	II	1	TIR	Mutator	MuDR	20.72	20.72	20.72	20.72	NA	0	1	nigoni	67	1	67	5.68609e-05
Cluster527	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	37.19	37.19	37.19	37.19	0	0	3	nigoni	141	1	122	0.000103538
Cluster528	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	14.174	12.2	8.71	31.83	5.93153061061101	5.55	40	nigoni	234.278	36	8417	0.00714326
Cluster530	DNA-TcMar-Tc2	II	1	TIR	Tc1-Mariner	Tc2	12.8095708154506	8.93	0	43.41	8.91878112252781	10.69	233	nigoni	200.657	169	25774	0.0218736
Cluster531	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	18.5796527777778	18.225	5.2	41.31	4.92299382202533	5.995	288	nigoni	635.106	245	154224	0.130885
Cluster532	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	13.6637419354839	13.38	5.88	25.85	3.18120273513983	3.985	155	nigoni	267.246	142	37852	0.0321239
Cluster533	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	19.4912790697674	18.635	3.31	35.9	6.83799399488951	10.65	86	nigoni	89.4211	76	5867	0.00497915
Cluster534	RC-Helitron	II	2	Helitron	Helitron	NA	17.5965	16.98	4.81	26.25	6.84737466017759	10.0525	20	nigoni	93.9231	13	738	0.000626319
Cluster535	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	15.8294505494505	13.77	6.08	37.24	8.71133633869459	15.34	91	nigoni	448.789	76	33485	0.0284177
Cluster536	DNA	II	NA	NA	NA	NA	19.5807517309594	20.42	0	42.55	8.37015111759464	12.945	1011	nigoni	135.251	940	125598	0.106591
Cluster538	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	7.76792	2.73	0	34.75	10.2449588937918	16.07	125	nigoni	215.557	97	17126	0.0145343
Cluster539	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	9.8611320754717	8.015	2.17	31.93	5.89956387746541	7.6675	106	nigoni	134.418	98	13018	0.011048
Cluster541	Unknown	NA	NA	NA	NA	NA	10.9909302325581	10.36	4.92	19.6	4.1421735209221	5.57	86	nigoni	60.0833	36	1492	0.00126622
Cluster545	Unknown	NA	NA	NA	NA	NA	12.3645454545455	11.31	3.62	35.19	5.98339512525125	6.96	77	nigoni	734.286	63	46148	0.0391644
Cluster546	DNA-Merlin	II	1	TIR	Merlin	NA	17.15	16.985	7.02	35.32	6.82746102149254	8.8225	26	nigoni	84.2917	24	1728	0.0014665
Cluster548	DNA-Maverick	II	2	Maverick	Maverick	NA	13.5472972972973	13.175	3.03	33.61	6.40367409464313	9.5075	74	nigoni	117.972	72	8416	0.00714241
Cluster549	DNA	II	NA	NA	NA	NA	10.8868085106383	11.8	1.05	29.39	8.71719442959742	16.435	47	nigoni	706.614	44	31058	0.026358
Cluster54	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	7.82	7.82	6.68	8.96	1.61220346110533	1.14	2	nigoni	33.5	2	67	5.68609e-05
Cluster550	DNA	II	NA	NA	NA	NA	14.0661224489796	13.74	2.88	28.51	6.68540257337037	7.19	49	nigoni	186	47	8656	0.00734609
Cluster552	Unknown	NA	NA	NA	NA	NA	14.8823404255319	14.88	6.19	26.32	4.48234081546004	5.94	47	nigoni	92.3182	44	4042	0.00343032
Cluster554	Unknown	NA	NA	NA	NA	NA	17.2055813953488	17.98	5.41	28.67	6.56340041077187	9.325	86	nigoni	265.818	77	20417	0.0173273
Cluster555	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	14.8140277777778	15.01	5.85	27.9	6.19345671525398	9.8475	72	nigoni	756.03	67	50524	0.0428782
Cluster556	Unknown	NA	NA	NA	NA	NA	15.9812068965517	18.36	0.65	29.67	8.1590019336273	10.47	58	nigoni	260.566	53	13700	0.0116268
Cluster561	RC-Helitron	II	2	Helitron	Helitron	NA	23.3733580018501	24.25	5.62	39.31	5.54236594672859	6.9	1081	nigoni	241.688	593	122231	0.103734
Cluster562	DNA-CMC-EnSpm	II	1	TIR	CACTA	EnSpm	22.0993518518519	23.2	3.33	38.39	7.59086190154483	11.43	324	nigoni	178.665	221	34363	0.0291628
Cluster564	DNA	II	NA	NA	NA	NA	17.5628738069989	17.34	0	39	5.31056943060388	7	943	nigoni	148.581	752	107434	0.091176
Cluster565	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	13.444	16.84	0	16.84	7.51566896556787	0.140000000000001	5	nigoni	2725.2	5	13626	0.011564
Cluster566	LTR-Gypsy	I	NA	LTR	Gypsy	NA	3.45666666666667	0.845	0	17.24	6.80527638429672	1.765	6	nigoni	2009.17	6	12055	0.0102307
Cluster567	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	17.7719047619048	19.63	0	31.81	10.3097015568093	16.55	21	nigoni	1646.94	18	29598	0.0251189
Cluster568	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	22.9949152542373	22.96	0.07	43.48	11.3942215198941	14.405	59	nigoni	426.295	44	17657	0.014985
Cluster56	Unknown	NA	NA	NA	NA	NA	10.5754117647059	10.48	1.63	23.62	4.39051698684388	5.07	85	nigoni	86.5854	82	7093	0.00601962
Cluster570	LTR-Gypsy	I	NA	LTR	Gypsy	NA	10.438	13.22	0	20.71	9.59729232648459	16.9	5	nigoni	2180.4	5	10901	0.00925135
Cluster571	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	29.090107202414	28.93	0	48.97	6.07711159877749	7.36	12593	nigoni	214.172	6718	1071957	0.909738
Cluster572	LTR-Gypsy	I	NA	LTR	Gypsy	NA	26.2535714285714	28.36	0	39.8	12.9472911376163	20.3625	14	nigoni	584.083	12	7007	0.00594663
Cluster575	LINE-CR1	I	NA	LINE	Jockey	CR1	0.135	0.1	0.07	0.27	0.094339811320566	0.095	4	nigoni	2637.5	4	10548	0.00895177
Cluster576	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0.6025	0.55	0	1.31	0.70096956662421	1.1525	4	nigoni	385	4	1540	0.00130695
Cluster577	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	0	0	2	nigoni	385	2	770	0.000653476
Cluster578	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	21.74	21.74	21.74	21.74	NA	0	1	nigoni	53	1	53	4.49795e-05
Cluster579	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	nigoni	456	1	456	0.000386994
Cluster580	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	15.275	11.935	9.62	27.61	8.5080530479462	7.97	4	nigoni	82.6667	3	189	0.000160399
Cluster582	LINE-CR1	I	NA	LINE	Jockey	CR1	1.87	0.89	0.88	3.84	1.70607737221968	1.48	3	nigoni	1263.33	3	3785	0.00321222
Cluster585	LINE-CR1	I	NA	LINE	Jockey	CR1	14.06	15.19	7.5	19.49	6.0743477016055	5.995	3	nigoni	317	3	951	0.000807085
Cluster586	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	17.15	17.15	17.15	17.15	NA	0	1	nigoni	92	1	92	7.80776e-05
Cluster594	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	24.206	23.1	19.99	29.15	3.48799799311869	3.21	5	nigoni	124.2	5	620	0.000526175
Cluster595	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	0	0	2	nigoni	163	1	162	0.000137485
Cluster597	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	9.09333333333333	13.64	0	13.64	7.8750576717465	6.82	3	nigoni	714.5	2	1428	0.0012119
Cluster598	DNA-hAT-Ac	II	1	TIR	hAT	Ac	36.1685714285714	42.81	0	42.81	16.0076985942925	1.84	7	nigoni	304.2	5	1249	0.00105999
Cluster59	Unknown	NA	NA	NA	NA	NA	10.8075675675676	10.76	2.94	19.65	4.3928827572471	5.59	37	nigoni	63.2973	37	2334	0.0019808
Cluster5	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	15.3755383663366	15.05	0	40.78	4.9878899916327	6.16	3232	nigoni	152.154	2596	382674	0.324764
Cluster600	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	7.9625	7.855	0.31	15.83	8.66356114231709	14.7325	4	nigoni	248.5	4	994	0.000843578
Cluster601	DNA-hAT	II	1	TIR	hAT	NA	0.03	0.03	0	0.06	0.0424264068711929	0.03	2	nigoni	1612	2	3224	0.00273611
Cluster605	Simple_repeat	Simple_repeat	NA	NA	NA	NA	21.56	21.56	21.56	21.56	NA	0	1	nigoni	63	1	63	5.34662e-05
Cluster607	Simple_repeat	Simple_repeat	NA	NA	NA	NA	27.9725	30.38	17.19	37.41	7.78157852146428	12.2	8	nigoni	482.5	2	965	0.000818967
Cluster609	SINE_q	I	NA	SINE	NA	NA	5.01666666666667	1.28	0	25.59	8.56974523153013	1.26	21	nigoni	91.4	20	1816	0.00154118
Cluster611	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	26.63	26.63	25.2	28.06	2.02232539419353	1.43	2	nigoni	79	2	158	0.00013409
Cluster612	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	19.27	20.42	6.44	35.43	7.65167156755815	10.33	37	nigoni	232.963	27	5769	0.00489598
Cluster614	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	15.28625	10.955	6.65	33.94	9.41158355432283	12.7175	16	nigoni	602.357	14	8412	0.00713901
Cluster615	Satellite	Satellite	NA	NA	NA	NA	12.57	12.57	3.85	23.15	5.29638241318229	9.07	61	nigoni	125.032	31	2378	0.00201814
Cluster617	Simple_repeat	Simple_repeat	NA	NA	NA	NA	37.185641025641	34.61	10.91	67.55	12.5854313991622	20.94	273	nigoni	183.707	198	30109	0.0255526
Cluster618	LTR-Gypsy	I	NA	LTR	Gypsy	NA	15.8565217391304	13.13	4.99	27.65	6.26745751604389	5.88	23	nigoni	1243.39	18	22368	0.0189831
Cluster619	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	18.257380952381	18.495	0	32.76	6.50248889931496	8.59	126	nigoni	55.1828	93	3809	0.00323258
Cluster620	DNA	II	NA	NA	NA	NA	16.1471875	14.58	0	35.95	7.70731904300767	12.4375	128	nigoni	158.465	99	15306	0.0129897
Cluster621	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	29.025	29.025	19.13	38.92	13.9936431996818	9.895	2	nigoni	105.5	2	211	0.000179069
Cluster622	DNA	II	NA	NA	NA	NA	11.0147826086957	12.54	1.67	18.76	4.27049482928577	6.48	23	nigoni	97.6316	19	1656	0.0014054
Cluster623	DNA	II	NA	NA	NA	NA	12.5766666666667	11.59	10.62	15.52	2.59473184227838	2.45	3	nigoni	87.6667	3	263	0.0002232
Cluster624	SINE_q	I	NA	SINE	NA	NA	15.0971052631579	23.38	0	31.03	12.6673901209013	25.07	38	nigoni	64.0571	35	1893	0.00160653
Cluster625	DNA	II	NA	NA	NA	NA	14.2966666666667	13.85	4.53	31.23	7.12110390000855	9.9	54	nigoni	330.804	46	15152	0.012859
Cluster626	LTR-Gypsy	I	NA	LTR	Gypsy	NA	23.76	23.69	21.72	25.94	1.98358261738704	2.855	4	nigoni	263.333	3	784	0.000665357
Cluster627	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	5.3548275862069	4.99	3.45	9.86	1.63114031254574	1.49	29	nigoni	214.286	28	5994	0.00508693
Cluster628	DNA-PIF-Harbinger	II	1	TIR	PIF-Harbinger	NA	34.2042857142857	35.74	23.9	41.16	7.09766125129223	9.805	7	nigoni	267	7	1869	0.00158616
Cluster633	Simple_repeat	Simple_repeat	NA	NA	NA	NA	23.75875	23.03	19.86	32.89	4.12404252957147	2.565	8	nigoni	193.667	6	354	0.000300429
Cluster635	RC-Helitron	II	2	Helitron	Helitron	NA	29.5422480620155	27.94	7.45	54.28	11.0693188193983	14.65	129	nigoni	189.229	83	14229	0.0120757
Cluster636	DNA	II	NA	NA	NA	NA	13.5	13.5	10.04	16.96	4.89317892581091	3.46	2	nigoni	52	2	83	7.04396e-05
Cluster638	DNA-Merlin	II	1	TIR	Merlin	NA	18.0097907949791	18.26	0.33	38.7	7.42628634969363	10.18	239	nigoni	148.436	211	29729	0.0252301
Cluster640	DNA-TcMar-Tc2	II	1	TIR	Tc1-Mariner	Tc2	22.323383759915	22.07	0.35	44.33	5.86289191869609	7.85	12229	nigoni	143.925	8929	1000762	0.849317
Cluster641	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	19.1678191259195	18.56	3.16	45.08	5.19489765189598	6.6875	4622	nigoni	140.846	4111	469544	0.398488
Cluster642	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	19.2376196636481	18.9	5.49	41.68	5.94454537498542	7.8	773	nigoni	116.776	714	82082	0.0696605
Cluster644	Simple_repeat	Simple_repeat	NA	NA	NA	NA	26.7334	27.635	4.41	41.15	6.22080436578691	8.9075	400	nigoni	94.3237	312	22217	0.0188549
Cluster645	Simple_repeat	Simple_repeat	NA	NA	NA	NA	14.9488095238095	17.915	3.04	28.42	8.53652531196729	14.99	42	nigoni	183.31	29	5309	0.00450559
Cluster647	Unknown	NA	NA	NA	NA	NA	7.09941747572816	5.46	1.7	17.02	3.81861175504529	4.36	103	nigoni	117.071	14	1515	0.00128574
Cluster648	Unknown	NA	NA	NA	NA	NA	11.1954761904762	10.265	0	27.85	7.15027380127231	9.46	84	nigoni	45.8056	72	2666	0.00226255
Cluster649	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	15.0917931034483	13.6	5.15	36.57	6.31343471286139	7.25	145	nigoni	521.091	121	62630	0.0531522
Cluster64	Unknown	NA	NA	NA	NA	NA	12.8708333333333	12.72	7.09	21.09	3.90910101101081	6.8475	36	nigoni	155.971	35	5458	0.00463204
Cluster650	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	11.981724137931	11.61	0	29.89	7.53807996818656	12.8525	58	nigoni	180.522	46	6601	0.00560207
Cluster652	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	17.441	17.115	5.02	32.02	7.13625082218257	10.285	70	nigoni	405.967	60	24274	0.0206006
Cluster655	Unknown	NA	NA	NA	NA	NA	13.8247474747475	13.01	5.65	29.84	5.5040560820133	6.295	99	nigoni	91.2887	97	8846	0.00750734
Cluster657	DNA-hAT	II	1	TIR	hAT	NA	11.7102739726027	10.95	2.3	27.26	5.86731177888377	9.3525	146	nigoni	60.4839	124	6170	0.00523629
Cluster659	DNA	II	NA	NA	NA	NA	19.2333333333333	20.17	14.51	23.02	4.33163171718618	4.255	3	nigoni	61.3333	3	184	0.000156155
Cluster660	Unknown	NA	NA	NA	NA	NA	1.39740740740741	0	0	5.24	1.89926218992978	3.75	27	nigoni	80.8889	27	2184	0.0018535
Cluster662	DNA-hAT	II	1	TIR	hAT	NA	18.74	18.74	18.74	18.74	NA	0	1	nigoni	54	1	54	4.58282e-05
Cluster664	Unknown	NA	NA	NA	NA	NA	13.115	13.375	3.86	21.5	5.16940430892099	9.26	34	nigoni	60.4412	34	2055	0.00174402
Cluster666	RC-Helitron	II	2	Helitron	Helitron	NA	7.13	4.87	3.11	12.24	4.11845237923179	6.29	5	nigoni	69	5	343	0.000291094
Cluster667	Unknown	NA	NA	NA	NA	NA	11.5185	12.41	3.8	20.91	5.41596885923567	7.955	20	nigoni	224.214	14	3139	0.00266398
Cluster669	Unknown	NA	NA	NA	NA	NA	12.1294444444444	11.525	5.15	19.2	3.98276798843131	4.015	18	nigoni	116.188	16	1857	0.00157598
Cluster66	Unknown	NA	NA	NA	NA	NA	12.0552941176471	11.85	5.73	21.08	4.77941303619893	3.73	17	nigoni	72.5455	11	553	0.000469315
Cluster671	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	8.08251572327044	4.56	0	28	6.97655171107866	7.835	318	nigoni	122.517	267	32007	0.0271634
Cluster672	DNA	II	NA	NA	NA	NA	25.0054558204769	25.205	0.37	42.9	7.6813353806925	11.475	1426	nigoni	319.825	607	173499	0.147243
Cluster673	Unknown	NA	NA	NA	NA	NA	17.6776771653543	17.545	0	34.82	8.20101327238194	12.815	254	nigoni	103.742	155	14972	0.0127063
Cluster674	LTR-Gypsy	I	NA	LTR	Gypsy	NA	17.7516	16.71	0	28.96	6.90677486240865	8.79	25	nigoni	508.75	24	12170	0.0103283
Cluster675	LTR-Gypsy	I	NA	LTR	Gypsy	NA	19.14	23.68	0	33.74	17.3221130350774	16.87	3	nigoni	1223.33	3	3670	0.00311462
Cluster676	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	14.8463636363636	15.81	0.05	26.53	9.35564778380126	12.09	11	nigoni	1032.36	11	11356	0.0096375
Cluster677	LTR-Gypsy	I	NA	LTR	Gypsy	NA	29.0088076490439	29.71	0	51.47	6.34945688557856	8.0225	1778	nigoni	107.995	1253	89765	0.0761809
Cluster678	LTR-Gypsy	I	NA	LTR	Gypsy	NA	11.6993333333333	4.55	0	31.89	11.9518112594264	20.745	15	nigoni	354.214	14	4959	0.00420855
Cluster679	LTR-Gypsy	I	NA	LTR	Gypsy	NA	13.3433333333333	13.31	0	38.67	12.1352595769518	10.13	9	nigoni	1018.67	9	9112	0.00773308
Cluster67	DNA-CMC-EnSpm	II	1	TIR	CACTA	EnSpm	10.4358333333333	11.26	7.74	12.31	1.83893970603287	3.465	12	nigoni	417.5	8	3320	0.00281758
Cluster681	LTR-Gypsy	I	NA	LTR	Gypsy	NA	15.8145454545455	17.26	0	32.42	12.5267333041271	23.02	11	nigoni	895.455	11	9830	0.00834243
Cluster682	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	nigoni	103	1	103	8.7413e-05
Cluster683	DNA-hAT	II	1	TIR	hAT	NA	0.852222222222222	0	0	3.82	1.68260050054802	0.03	9	nigoni	327.778	9	2950	0.00250358
Cluster684	Simple_repeat	Simple_repeat	NA	NA	NA	NA	0	0	0	0	NA	0	1	nigoni	499	1	499	0.000423486
Cluster686	Unknown	NA	NA	NA	NA	NA	13.41	13.41	0	26.82	18.9646038714232	13.41	2	nigoni	348.5	2	697	0.000591523
Cluster687	LTR-Gypsy	I	NA	LTR	Gypsy	NA	0	0	0	0	NA	0	1	nigoni	748	1	748	0.000634805
Cluster689	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	nigoni	409	1	409	0.000347106
Cluster68	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	19.5672727272727	18.73	11.25	30.17	4.79547305468207	2.285	11	nigoni	476.909	11	5246	0.00445212
Cluster690	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	16.6466666666667	21.61	0	28.33	14.8028116698597	14.165	3	nigoni	542	3	1626	0.00137994
Cluster691	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	0	0	2	nigoni	490.5	2	981	0.000832545
Cluster692	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	0.828	0.75	0.53	1.15	0.266495778578198	0.41	5	nigoni	1521	11	16731	0.0141991
Cluster693	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	26.231	33.33	1.59	40.83	14.9000391125512	16.5175	10	nigoni	458.143	7	3189	0.00270641
Cluster694	LTR-Gypsy	I	NA	LTR	Gypsy	NA	0	0	0	0	NA	0	1	nigoni	1012	1	1012	0.000858854
Cluster696	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	NA	0	1	nigoni	457	1	457	0.000387842
Cluster697	RC-Helitron	II	2	Helitron	Helitron	NA	0.6525	0.16	0	2.29	1.10203977544672	0.8125	4	nigoni	310	4	1240	0.00105235
Cluster698	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	16.4409677419355	13.35	4.59	45.26	10.0655525944807	2.79	31	nigoni	774.4	30	23133	0.0196323
Cluster69	Unknown	NA	NA	NA	NA	NA	18.7809868421053	18.675	2.76	32.13	6.18139708161678	7.7925	152	nigoni	89.1901	142	12606	0.0106983
Cluster6	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	14.2059529411765	12.4	0	37.2	7.59945685110077	11.22	425	nigoni	175.337	353	59556	0.0505434
Cluster703	RC-Helitron	II	2	Helitron	Helitron	NA	1.57666666666667	0.51	0.51	3.71	1.8475208614068	1.6	3	nigoni	1268	3	3804	0.00322834
Cluster704	RC-Helitron	II	2	Helitron	Helitron	NA	5.72	5.72	3.94	7.5	2.51730014102411	1.78	2	nigoni	2655.5	2	5311	0.00450729
Cluster706	RC-Helitron	II	2	Helitron	Helitron	NA	34.7175	39.54	3.06	40.5	12.8538118304038	2.755	8	nigoni	1436.6	5	7183	0.006096
Cluster707	LINE-I-Jockey	I	NA	LINE	I	NA	0	0	0	0	0	0	2	nigoni	331	1	330	0.000280061
Cluster708	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	10.56	10.56	10.56	10.56	NA	0	1	nigoni	210	1	210	0.000178221
Cluster709	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	11.8125	13.135	0	21.01	8.91079882582284	12.8	8	nigoni	551.667	6	3308	0.0028074
Cluster70	Unknown	NA	NA	NA	NA	NA	18.5488888888889	19.375	0	36.36	8.44655682028956	12.94	108	nigoni	167.263	76	11906	0.0101043
Cluster712	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	20.085	20.085	9.94	30.23	14.3471965902751	10.145	2	nigoni	90	2	168	0.000142577
